filename,band_id,x_center,width,energy,sn_ratio,sharpness,delta_chroma,symmetry,label
1373.bmp,0,18,10,70.2378,43.13,8.8,33.5,0.3119,0
1373.bmp,1,39,9,52.6678,32.34,6.29,20.82,0.5606,0
1373.bmp,2,56,10,46.5308,28.57,1.38,24.84,0.2362,0
1373.bmp,3,76,9,34.4833,21.17,14.28,6.06,0.4051,0
1374.bmp,0,20,10,24.4151,12.44,8.05,7.21,0.3516,0
1374.bmp,1,46,12,67.875,34.6,21.59,33.01,0.5173,0
1374.bmp,2,63,8,75.8158,38.64,31.98,19.61,0.1755,0
1374.bmp,3,80,8,78.406,39.96,15.37,33.48,0.3564,0
1375.bmp,0,26,15,14.9529,7.99,24.22,9.26,0.731,0
1375.bmp,1,47,13,63.9601,34.19,24.22,14.53,0.2531,0
1375.bmp,2,66,12,14.8357,7.93,29.01,1.13,0.9945,0
1376.bmp,0,11,7,27.9165,17.35,12.71,3.88,0.4439,0
1376.bmp,1,37,10,42.5198,26.43,2.93,18.91,0.2692,0
1376.bmp,2,57,11,50.9906,31.69,3.65,19.07,0.2798,0
1376.bmp,3,75,13,52.3999,32.57,4.25,27.38,0.3198,0
1377.bmp,0,19,9,29.1125,16.16,1.42,10.65,0.4632,0
1377.bmp,1,34,6,37.838,21.01,16.53,4.64,0.7079,0
1377.bmp,2,48,8,38.1529,21.18,1.3,18.37,0.8261,0
1377.bmp,3,91,10,11.9951,6.66,1.9,6.97,0.7153,0
1378.bmp,0,25,10,2.5132,1.48,0.39,0.79,0.9915,1
1378.bmp,1,47,9,4.8939,2.88,1.79,1.91,0.201,0
1378.bmp,2,63,9,13.4433,7.92,2.06,2.8,0,0
1378.bmp,3,82,11,18.2136,10.73,1.26,9.34,0.1619,0
1379.bmp,0,7,8,4.1555,2.79,1.07,3.55,0.2245,0
1379.bmp,1,33,14,2.3826,1.6,1.13,0.88,0.2986,1
1379.bmp,2,54,10,7.8507,5.27,2.4,3.16,0.2001,0
1379.bmp,3,70,9,9.1432,6.13,3.33,3.24,0.6753,0
1379.bmp,4,86,11,17.5298,11.76,3.26,9.84,0.2228,0
1380.bmp,0,14,10,64.9645,28.31,17.65,29.87,0.3586,0
1380.bmp,1,35,9,42.4984,18.52,14.43,13.8,0.3388,0
1380.bmp,2,59,9,69.5969,30.33,19.04,14.3,0.2364,0
1380.bmp,3,84,10,12.8037,5.58,3.47,5.61,0.3489,0
1381.bmp,0,21,10,85.6605,32.85,16.76,38.57,0.3159,0
1381.bmp,1,39,12,68.8815,26.41,18.63,16.45,0.9241,0
1381.bmp,2,62,10,62.3812,23.92,7.57,32.31,0.1508,0
1382.bmp,0,25,11,54.2724,25.85,1.24,33.34,0.1004,0
1382.bmp,1,46,10,36.6827,17.47,9.79,14.87,0.1294,0
1382.bmp,2,68,10,41.7153,19.87,6.9,13.09,0.2849,0
1382.bmp,3,91,13,21.274,10.13,8.83,2.04,0.7021,0
1383.bmp,0,16,10,51.2633,25.03,11.49,17.46,0.1014,0
1383.bmp,1,38,9,60.1589,29.37,14.91,12.38,0.1822,0
1383.bmp,2,61,10,70.5244,34.43,5.15,35.96,0.2403,0
1383.bmp,3,84,9,27.0033,13.18,4.63,13.2,0.3523,0
1384.bmp,0,15,11,44.7681,15.66,11.49,17.71,0.2195,0
1384.bmp,1,35,8,58.3672,20.42,13.86,14.88,0.1978,0
1384.bmp,2,60,11,56.6565,19.82,10.31,23.76,0.5313,0
1384.bmp,3,84,9,34.4499,12.05,7.44,7.89,0.5852,0
1385.bmp,0,21,8,63.5083,18.93,14.56,23.9,0.2486,0
1385.bmp,1,45,12,55.1879,16.45,16.5,5.24,0.2268,0
1385.bmp,2,65,10,89.7828,26.76,7.57,43.66,0.2264,0
1385.bmp,3,96,10,8.9885,2.68,0.84,7.58,0.1551,0
1386.bmp,0,18,7,43.9033,29.81,3.91,19.85,0.3332,0
1386.bmp,1,28,8,14.6527,9.95,2.78,21.93,0,0
1386.bmp,2,42,7,6.3034,4.28,1.92,2.26,0.1835,0
1386.bmp,3,52,10,3.2693,2.22,1.19,2.69,0.3909,1
1386.bmp,4,77,8,10.975,7.45,3.28,3.85,0.3505,0
1387.bmp,0,16,8,40.2155,27.37,5.48,19.58,0.4145,0
1387.bmp,1,28,10,19.3453,13.17,6.99,9.47,0.705,0
1387.bmp,2,41,7,15.9566,10.86,4.51,4.82,0.1064,0
1387.bmp,3,52,7,4.6668,3.18,3.61,2.13,0.6421,1
1387.bmp,4,80,8,13.6747,9.31,0.75,7.55,0.4553,0
1388.bmp,0,6,7,2.7402,1.63,1.58,2.97,0.363,1
1388.bmp,1,16,7,31.6299,18.8,1.65,16.06,0.368,0
1388.bmp,2,30,9,23.6993,14.09,8.55,2.79,0,0
1388.bmp,3,40,7,9.0657,5.39,8.4,3.97,0.4811,0
1388.bmp,4,79,8,14.0609,8.36,1.52,0.93,0.0741,0
1389.bmp,0,16,8,43.6825,26.75,2.14,19.55,0.2552,0
1389.bmp,1,30,9,14.5383,8.9,5.3,2.92,0.8315,0
1389.bmp,2,41,8,8.3288,5.1,4.55,2.59,0.372,0
1389.bmp,3,62,7,4.2847,2.62,0.41,0.59,0.0649,1
1389.bmp,4,79,9,9.411,5.76,1.55,5.19,0.3075,0
1390.bmp,0,9,6,7.5836,5.22,1.67,1.82,0.7743,1
1390.bmp,1,18,7,34.2062,23.53,2.16,16.58,0.3092,0
1390.bmp,2,33,10,21.8811,15.05,5.38,1.97,0,0
1390.bmp,3,45,7,9.7267,6.69,5.73,3.68,0.5366,0
1390.bmp,4,85,6,11.0521,7.6,1.6,1.84,0.5698,0
1391.bmp,0,16,9,36.2075,17.25,9.67,14.02,0.6351,0
1391.bmp,1,34,10,62.4048,29.72,13.91,28.14,0.2153,0
1391.bmp,2,50,8,38.1921,18.19,13.43,10.28,0.1397,0
1391.bmp,3,70,9,54.9063,26.15,2.94,12.91,0.0972,0
1392.bmp,0,15,10,30.0537,13.32,16.86,4.07,0.6964,0
1392.bmp,1,37,11,80.9173,35.86,9.33,37.03,0.4632,0
1392.bmp,2,58,9,68.7071,30.45,9.47,31.45,0.2588,0
1392.bmp,3,73,12,74.0287,32.81,11.87,8.27,0.4261,0
1393.bmp,0,12,10,29.6124,29.34,16.13,3.21,0.7379,0
1393.bmp,1,38,11,94.1278,93.25,12.67,47.21,0.3851,0
1393.bmp,2,58,9,88.6925,87.87,14.83,46.04,0.1182,0
1393.bmp,3,74,10,91.5823,90.73,15.85,36.56,0.6151,0
1394.bmp,0,16,9,35.2836,18.46,10.42,11.61,0.6058,0
1394.bmp,1,32,9,78.3069,40.97,12.25,31.75,0.184,0
1394.bmp,2,49,9,50.5527,26.45,11.72,19.88,0.1764,0
1394.bmp,3,69,10,77.9166,40.77,4.35,5.32,0.1739,0
1395.bmp,0,8,8,9.5618,6.21,3.76,3.37,0.2989,0
1395.bmp,1,27,7,40.9916,26.63,19.83,1.11,0.5867,1
1395.bmp,2,44,10,19.7956,12.86,1.79,10.45,0.2227,0
1395.bmp,3,59,10,6.7101,4.36,0.68,3.75,0.8714,0
1395.bmp,4,84,9,9.8972,6.43,1.98,4.83,0.7684,0
1396.bmp,0,11,10,32.9566,13.75,10.13,14.18,0.3456,0
1396.bmp,1,30,10,56.8975,23.73,16.17,22.73,0.304,0
1396.bmp,2,47,9,45.8467,19.12,13.85,16.58,0.3539,0
1396.bmp,3,75,10,19.8647,8.29,8.68,4.94,0.3523,0
1397.bmp,0,16,10,9.5188,6.84,5.7,0.73,0.3862,0
1397.bmp,1,41,11,63.4876,45.63,11.61,27.36,0.3354,0
1397.bmp,2,59,11,59.4698,42.75,15.63,30.28,0.1461,0
1397.bmp,3,78,11,38.8762,27.94,11.51,12.42,0.1171,0
1398.bmp,0,17,10,9.6229,3.71,3.36,4.23,0.5624,0
1398.bmp,1,40,11,67.316,25.98,11.18,32.46,0.2113,0
1398.bmp,2,58,12,39.5635,15.27,14.6,10.98,0.3699,0
1398.bmp,3,75,11,43.1334,16.65,19.97,19.83,0.7091,0
1399.bmp,0,13,11,13.1478,8.75,6.09,1.14,0.3748,0
1399.bmp,1,40,11,51.3735,34.2,6,23.17,0.3131,0
1399.bmp,2,58,11,46.2257,30.78,16.6,15.46,0.3061,0
1399.bmp,3,78,12,36.9316,24.59,8.6,20.24,0.3427,0
1400.bmp,0,13,8,6.6648,3.61,3.88,3.79,0.7413,0
1400.bmp,1,37,11,46.3342,25.13,14.81,11.08,0.1113,0
1400.bmp,2,59,11,105.8697,57.42,10.99,34.24,0.3519,0
1400.bmp,3,78,11,63.827,34.62,15.03,31.97,0.4566,0
1401.bmp,0,10,9,35.6713,12.92,15.62,7.36,0.4577,0
1401.bmp,1,31,7,65.6544,23.78,23.77,7.63,0.2336,0
1401.bmp,2,51,10,64.1329,23.23,11.96,32.22,0.1974,0
1401.bmp,3,72,12,6.8299,2.47,4.3,3.53,0.2872,0
1402.bmp,0,13,8,36.9418,12.28,15.21,4.98,0.4931,0
1402.bmp,1,34,8,63.9363,21.25,19.11,6.88,0.268,0
1402.bmp,2,53,9,51.3984,17.08,9.12,23.45,0.1605,0
1402.bmp,3,77,9,11.8031,3.92,5.08,7.7,0.412,0
1403.bmp,0,18,13,17.5281,6.17,15.62,2.28,0.8463,0
1403.bmp,1,35,11,78.5262,27.66,14.37,36.19,0.2441,0
1403.bmp,2,53,11,75.7109,26.67,5.34,3.51,0.8344,0
1403.bmp,3,75,12,76.3394,26.89,14.74,42.08,0.2991,0
1404.bmp,0,13,10,25.1951,12.3,11.96,6.55,0.3296,0
1404.bmp,1,37,9,48.4561,23.65,18.15,1.84,0.0954,0
1404.bmp,2,59,9,42.9287,20.95,11.24,18.63,0.3749,0
1404.bmp,3,77,10,66.0957,32.26,14.93,36.07,0.5294,0
1405.bmp,0,39,10,33.7806,12.76,3.25,18.09,0.507,0
1405.bmp,1,58,11,37.2474,14.07,4.88,22.04,0.3563,0
1405.bmp,2,76,13,53.6792,20.27,4.88,32.74,0.6466,0
1406.bmp,0,16,10,72.5676,30.24,7.63,34.36,0.5128,0
1406.bmp,1,33,8,54.2606,22.61,17.09,19.69,0.6028,0
1406.bmp,2,56,10,74.4557,31.03,14.86,37.14,0.3088,0
1406.bmp,3,79,9,8.1761,3.41,4.73,3.98,0.4517,0
1407.bmp,0,11,7,11.7643,4.97,6.9,3.87,0.5644,0
1407.bmp,1,31,10,60.8328,25.68,6.93,27.4,0.2292,0
1407.bmp,2,53,9,25.6654,10.83,9.09,1.68,0.3717,0
1407.bmp,3,72,10,47.3668,19.99,11.27,23.31,0.2762,0
1408.bmp,0,16,10,46.6122,25.83,15.9,11.84,0.1868,0
1408.bmp,1,33,11,47.0578,26.08,19.95,19.94,0.648,0
1408.bmp,2,53,9,37.5847,20.83,14.67,7.63,0.246,0
1408.bmp,3,78,12,16.8866,9.36,5.54,3.9,0.7494,0
1409.bmp,0,11,13,17.2326,10.74,9.93,1.17,0.209,0
1409.bmp,1,30,9,47.1395,29.38,13.22,10.49,0.1986,0
1409.bmp,2,51,10,80.8074,50.37,12.05,29.76,0.3509,0
1409.bmp,3,70,10,20.3341,12.68,6.98,8.96,0.3791,0
1410.bmp,0,15,11,48.6132,23.28,11.38,22.31,0.3254,0
1410.bmp,1,32,10,88.3815,42.32,14.62,33.14,0.5997,0
1410.bmp,2,49,9,81.9838,39.26,15.35,37.94,0.0924,0
1410.bmp,3,79,11,33.6088,16.09,13.81,7.96,0.4229,0
1411.bmp,0,13,10,49.33,28.53,6.9,28.43,0.3822,0
1411.bmp,1,31,9,83.8544,48.5,11.19,37,0.4361,0
1411.bmp,2,51,11,27.8448,16.1,11.56,11.17,0.3631,0
1411.bmp,3,78,9,15.4378,8.93,5.53,9.41,0.191,0
1412.bmp,0,37,13,85.6479,33.6,7.57,27.69,0.9281,0
1412.bmp,1,60,11,32.0034,12.56,0.98,0.2,0.4572,0
1412.bmp,2,80,13,57.3011,22.48,0.82,39.24,0.3239,0
1413.bmp,0,14,9,90.4633,19.71,13.66,49.2,0.2767,0
1413.bmp,1,32,9,84.2102,18.35,13.85,32.72,0.693,0
1413.bmp,2,46,10,82.9868,18.08,23.13,22.14,0.8329,0
1413.bmp,3,62,7,86.9124,18.94,27.46,30.52,0.3054,0
1413.bmp,4,80,8,94.0223,20.49,16.21,41.83,0.4868,0
1414.bmp,0,13,9,12.8788,7.46,5.84,6.85,0.336,0
1414.bmp,1,38,9,56.7908,32.88,8.68,24.66,0.4446,0
1414.bmp,2,58,10,52.6368,30.48,19.31,14.68,0.3815,0
1414.bmp,3,78,9,36.065,20.88,13.54,9.09,0.1937,0
1415.bmp,0,38,11,56.7962,16.37,2.94,3.27,0,0
1415.bmp,1,58,9,64.5567,18.61,22.86,15.38,0.2239,0
1415.bmp,2,79,10,73.6473,21.23,16.56,35.53,0.2977,0
1416.bmp,0,12,9,28.7184,12.31,6.64,17.61,0.3853,0
1416.bmp,1,31,11,39.0238,16.72,16.33,10.52,0.3652,0
1416.bmp,2,50,8,61.2444,26.25,23.43,10.12,0.2579,0
1416.bmp,3,74,9,4.6326,1.99,2.06,2.17,0.3626,0
1417.bmp,0,17,11,11.8071,7.56,5.39,3.01,0.4028,0
1417.bmp,1,37,11,54.4802,34.88,6.44,23.65,0.4643,0
1417.bmp,2,54,10,48.4585,31.02,23.03,10.51,0.1029,0
1417.bmp,3,77,11,37.8464,24.23,13.47,12.28,0.2138,0
1418.bmp,0,22,14,9.8639,7.14,6.1,3.62,0.3497,0
1418.bmp,1,50,9,41.716,30.21,14.99,6.33,0.2466,0
1418.bmp,2,67,10,65.9477,47.76,17.59,31.44,0.4056,0
1418.bmp,3,84,10,62.1984,45.04,13.58,31.26,0.2727,0
1419.bmp,0,11,13,12.0669,8.91,2.97,2.27,0.4389,0
1419.bmp,1,49,9,42.7556,31.58,11.55,22.31,0.349,0
1419.bmp,2,63,10,69.1006,51.04,11.53,35.25,0.3631,0
1419.bmp,3,76,7,7.046,5.2,10.32,2.14,0.5102,0
1420.bmp,0,13,9,86.8396,62.71,14.66,45.06,0.2949,0
1420.bmp,1,29,10,42.505,30.7,8.78,24.11,0.1521,0
1420.bmp,2,47,11,53.3164,38.5,17.26,16.46,0.2733,0
1420.bmp,3,81,12,27.5639,19.91,13.57,5.3,0.2626,0
1421.bmp,0,10,9,92.3134,36.09,9.47,47.35,0.3846,0
1421.bmp,1,30,9,48.2175,18.85,5.91,17.41,0.5096,0
1421.bmp,2,51,10,65.8963,25.76,21.74,16.99,0.3174,0
1421.bmp,3,74,10,18.2033,7.12,4.52,7.65,0.2352,0
1422.bmp,0,14,13,6.6329,2.49,3.28,2.91,0.6775,0
1422.bmp,1,40,9,4.9551,1.86,1.75,3.16,0.5739,0
1422.bmp,2,61,12,101.0295,37.85,13.7,49.63,0.3166,0
1422.bmp,3,82,13,50.6202,18.97,2.6,30.56,0.0781,0
1423.bmp,0,13,8,38.2423,26.86,19.6,7.36,0.2409,0
1423.bmp,1,34,11,42.6342,29.95,8.89,14.78,0.6867,0
1423.bmp,2,53,11,59.0502,41.48,10.64,26.2,0.423,0
1423.bmp,3,73,10,14.8737,10.45,3.05,3.78,0.9457,0
1424.bmp,0,18,10,7.2996,3.04,1.97,3.75,0.2211,0
1424.bmp,1,45,11,63.9934,26.68,4.82,39.44,0.1996,0
1424.bmp,2,61,8,55.4846,23.13,17.38,15.1,0.1698,0
1424.bmp,3,79,9,72.0077,30.02,12.04,34.34,0.352,0
1425.bmp,0,12,10,58.6914,33.67,3.85,30.49,0.4922,0
1425.bmp,1,32,9,37.5724,21.55,3.89,12.16,0.1643,0
1425.bmp,2,52,10,38.8011,22.26,2.07,7.83,1,0
1425.bmp,3,75,14,12.0478,6.91,7.26,4.31,0.5179,0
1426.bmp,0,18,15,12.94,5.69,6.56,3.86,0.5729,0
1426.bmp,1,43,11,69.4214,30.5,7.45,37.37,0.2858,0
1426.bmp,2,60,11,25.9342,11.4,7.45,0.79,0.8196,0
1426.bmp,3,82,11,92.5773,40.68,9.21,50.8,0.2782,0
1427.bmp,0,8,11,34.4554,16.17,11.97,10.68,0.2854,0
1427.bmp,1,33,15,17.5104,8.22,19.93,16.83,0.6206,0
1427.bmp,2,54,13,57.2884,26.88,19.93,15.84,0.2819,0
1428.bmp,0,10,9,53.1425,24.21,24.19,10.19,0.5108,0
1428.bmp,1,31,9,73.9174,33.68,27.2,12.46,0.3829,0
1428.bmp,2,51,9,74.7916,34.08,14.81,35.21,0.1903,0
1428.bmp,3,71,10,16.138,7.35,9.19,6.18,0.5724,0
1429.bmp,0,12,7,12.9004,6.87,5.75,2.58,0.9133,0
1429.bmp,1,38,11,36.7342,19.56,21.55,11.4,0.297,0
1429.bmp,2,59,9,117.9377,62.81,17.78,63.31,0.4118,0
1429.bmp,3,77,10,58.3769,31.09,13.68,23.6,0.6877,0
1430.bmp,0,15,7,12.5793,7.44,5.42,2.91,0.2423,0
1430.bmp,1,41,8,45.3983,26.85,20.35,4.65,0.104,0
1430.bmp,2,61,11,45.1034,26.68,6.21,29.66,0.1305,0
1430.bmp,3,78,9,44.0103,26.03,19.49,13.8,0.2548,0
1431.bmp,0,11,10,31.4684,24.6,8.16,3.33,0.3554,0
1431.bmp,1,36,10,76.8658,60.08,12.69,34.9,0.1595,0
1431.bmp,2,55,11,79.8866,62.45,10.04,35.91,0.1267,0
1431.bmp,3,73,11,42.325,33.08,18.65,7.31,0.5925,0
1432.bmp,0,17,12,21.5966,13.34,12.52,2.35,0.5637,0
1432.bmp,1,39,10,68.3613,42.22,6.16,32.3,0.2511,0
1432.bmp,2,57,12,49.2788,30.44,16.24,2.98,0.2445,0
1432.bmp,3,77,13,40.4985,25.01,22.56,8.63,0.7119,0
1433.bmp,0,14,10,40.3289,13.43,15.04,18.08,0.8897,0
1433.bmp,1,32,9,87.3546,29.1,16.12,41.19,0.2542,0
1433.bmp,2,50,8,74.3745,24.77,12.03,31.42,0.2308,0
1433.bmp,3,75,11,31.3894,10.46,18.05,8.54,0.7589,0
1434.bmp,0,16,11,16.0043,9.71,6.43,2.14,0.2818,0
1434.bmp,1,45,11,10.382,6.3,2.62,4.18,0.324,0
1434.bmp,2,62,11,109.6527,66.55,16.71,62.64,0.3566,0
1434.bmp,3,83,11,66.1557,40.15,4.88,4.98,0.1623,0
1435.bmp,0,13,13,27.7353,15.55,9.19,1.5,0.3942,0
1435.bmp,1,40,10,61.5773,34.53,3.72,27.46,0.1182,0
1435.bmp,2,59,11,40.6923,22.82,12.32,17.75,0.2093,0
1435.bmp,3,79,10,44.1828,24.78,11.42,14.97,0.5314,0
1436.bmp,0,10,8,46.616,19.77,24.23,4.95,0.3877,0
1436.bmp,1,30,9,74.6697,31.67,26.38,16.62,0.3063,0
1436.bmp,2,49,9,73.4451,31.15,14.41,38.05,0.1357,0
1436.bmp,3,60,7,12.0516,5.11,13.21,5.54,0.5931,1
1436.bmp,4,73,9,17.0512,7.23,9.37,6.1,0.7265,0
1437.bmp,0,11,6,16.6505,11.2,5.5,0.56,0.0874,0
1437.bmp,1,35,10,93.232,62.71,19.07,48.21,0.2089,0
1437.bmp,2,53,12,54.8266,36.88,19.02,19.06,0.1714,0
1437.bmp,3,73,11,52.831,35.54,16.99,20.45,0.3419,0
1438.bmp,0,16,9,40.3454,15.05,18.21,11.58,0.5529,0
1438.bmp,1,37,9,58.8238,21.95,27.94,5.99,0.2756,0
1438.bmp,2,58,8,50.7343,18.93,11.67,22.3,0.4664,0
1438.bmp,3,75,10,114.5931,42.75,22.64,47.82,0.5597,0
1439.bmp,0,13,10,24.7026,11.55,7.39,0.57,0,0
1439.bmp,1,31,10,46.349,21.66,13.03,14.47,0.2871,0
1439.bmp,2,51,10,73.1514,34.19,8.7,32.58,0.1557,0
1439.bmp,3,70,8,33.2772,15.55,11.33,7.22,0.6731,0
1440.bmp,0,31,11,72.0273,31.56,16.78,29.28,0.2945,0
1440.bmp,1,54,9,38.043,16.67,16.9,14.56,0.3219,0
1440.bmp,2,72,11,86.7204,38,11.38,44.37,0.4101,0
1441.bmp,0,12,11,39.7182,14.26,13.83,5.66,0.1771,0
1441.bmp,1,41,10,50.0563,17.97,21.51,3.76,0.2839,0
1441.bmp,2,60,11,37.5205,13.47,22.26,13.72,0.8813,0
1441.bmp,3,77,10,80.9642,29.06,19.41,40.09,0.2597,0
1442.bmp,0,16,10,23.5534,14.93,3.8,1.6,0.7673,0
1442.bmp,1,36,10,92.865,58.86,24.8,47.38,0.3543,0
1442.bmp,2,54,11,93.9419,59.54,15.76,38.17,1,0
1442.bmp,3,75,11,91.8133,58.19,17.98,36.14,0.5107,0
1443.bmp,0,8,10,58.3373,18.79,13.73,28.08,0.0805,0
1443.bmp,1,26,10,55.3389,17.83,14,27.71,0.128,0
1443.bmp,2,44,9,36.5917,11.79,15.79,5.83,0.226,0
1443.bmp,3,72,10,17.2029,5.54,8.37,4.37,0.2862,0
1444.bmp,0,14,9,56.5198,30.8,9.14,22.13,0.8251,0
1444.bmp,1,33,9,42.6265,23.23,19.97,9.81,0.3285,0
1444.bmp,2,53,9,64.131,34.95,19.49,10.32,0.2413,0
1444.bmp,3,75,9,24.4069,13.3,10.04,4.33,0.6978,0
1445.bmp,0,9,9,61.7282,38.46,21.02,17.46,0.3008,0
1445.bmp,1,27,9,84.8924,52.9,25.59,25.79,0.3627,0
1445.bmp,2,41,10,101.9934,63.55,33.63,25.34,0.7414,0
1445.bmp,3,57,10,87.1209,54.29,18.79,35.47,0.2322,0
1445.bmp,4,75,9,77.2219,48.12,15.25,34.17,0.1446,0
1446.bmp,0,14,11,30.3084,13.48,16.9,7.43,0.2147,0
1446.bmp,1,41,9,80.8392,35.95,22.96,26.09,0.3972,0
1446.bmp,2,57,10,82.0745,36.5,19.38,32.13,0.3087,0
1446.bmp,3,74,10,49.9135,22.2,14.77,22.51,0.044,0
1447.bmp,0,12,7,21.9088,12.94,13.15,4.42,0.6906,0
1447.bmp,1,38,9,41.4374,24.47,3.46,20.83,0.2012,0
1447.bmp,2,57,9,45.3571,26.78,2.11,22.61,0.1296,0
1447.bmp,3,76,13,49.3003,29.11,3.29,1.01,0.111,0
1448.bmp,0,12,8,12.3203,5.68,8.37,3.34,0.1431,0
1448.bmp,1,37,11,72.1289,33.24,4.77,24.74,0.9701,0
1448.bmp,2,58,10,72.3798,33.35,27.64,14.92,0.4194,0
1448.bmp,3,76,9,77.1549,35.55,16.24,24.99,0.5989,0
1449.bmp,0,4,7,34.9782,21.52,20.64,13.41,0.1529,0
1449.bmp,1,25,15,13.0354,8.02,20.64,0.52,0.8922,0
1449.bmp,2,49,13,67.8931,41.76,25.44,18.79,0.0392,0
1449.bmp,3,70,9,21.9972,13.53,9.35,4.66,0.2383,0
1450.bmp,0,7,11,8.6713,7.47,10.76,1.52,0.7375,1
1450.bmp,1,17,8,12.0953,10.42,10.76,0.35,0.5116,0
1450.bmp,2,37,10,53.6456,46.23,1.06,7.36,0.8232,0
1450.bmp,3,55,9,40.6256,35.01,7.83,17.83,0.3721,0
1450.bmp,4,77,10,34.6764,29.88,7.65,20.38,0.2469,0
1451.bmp,0,10,11,20.1536,13.31,3.5,5.4,0.8474,0
1451.bmp,1,46,9,61.2782,40.47,8.74,25.18,0.1725,0
1451.bmp,2,60,8,78.4542,51.81,8.84,31.25,0.3975,0
1451.bmp,3,74,9,13.1771,8.7,9.32,3.11,0.5473,0
1452.bmp,0,14,9,48.1489,33.34,17.53,12.73,0.7809,0
1452.bmp,1,35,8,43.6923,30.25,10.24,17.95,0.0693,0
1452.bmp,2,53,10,76.3575,52.87,8.99,38.27,0.2946,0
1452.bmp,3,72,6,23.6589,16.38,10.76,1.83,0.426,0
1453.bmp,0,16,10,46.5746,32.93,16.67,11.32,0.3111,0
1453.bmp,1,36,8,62.0101,43.85,24.38,9.77,0.1104,0
1453.bmp,2,56,10,53.8309,38.06,13.75,24.04,0.3122,0
1453.bmp,3,77,12,3.7827,2.67,1.52,0.61,0.9428,0
1454.bmp,0,6,6,35.4896,22.07,14.17,9.64,0.6732,0
1454.bmp,1,25,9,73.8859,45.95,11.01,38.29,0.3228,0
1454.bmp,2,47,8,31.046,19.31,11.03,15.63,0.2962,0
1454.bmp,3,66,9,85.8981,53.42,9.37,24.54,0.591,0
1455.bmp,0,7,10,11.1004,6.73,4.74,2.66,0,0
1455.bmp,1,38,11,93.5804,56.73,10.3,1.46,0,0
1455.bmp,2,62,10,29.1503,17.67,0.87,11.04,0.3875,0
1455.bmp,3,84,13,68.5153,41.54,2.57,2.26,0.095,0
1456.bmp,0,15,11,79.9702,41.42,19.52,44.95,0.3186,0
1456.bmp,1,36,10,30.9871,16.05,0.97,6.97,0.3212,0
1456.bmp,2,53,11,71.2172,36.89,9.61,35.27,0.1076,0
1456.bmp,3,79,13,30.0539,15.57,11.62,5.7,0.4703,0
1457.bmp,0,6,9,10.5241,5.71,4.68,4.62,0.0537,0
1457.bmp,1,28,10,65.243,35.4,28.01,10.49,0.4267,0
1457.bmp,2,50,10,38.2424,20.75,7.58,17.31,0.3067,0
1457.bmp,3,70,10,78.5146,42.61,13.91,34.16,0.4113,0
1458.bmp,0,14,10,112.6443,68.27,18.79,47.62,0.6547,0
1458.bmp,1,31,9,52.9762,32.11,9.74,21.8,0.3052,0
1458.bmp,2,53,10,52.4026,31.76,18.6,5.33,0.3292,0
1458.bmp,3,74,10,34.9587,21.19,20.58,9.87,0.3594,0
1459.bmp,0,11,9,39.4026,27.17,18.59,6.96,0.5304,0
1459.bmp,1,29,10,40.9698,28.25,4.45,22.04,0.3174,0
1459.bmp,2,49,9,39.2252,27.05,19.42,6.26,0.1067,0
1459.bmp,3,74,10,7.6169,5.25,1.94,2.1,0.2739,0
1460.bmp,0,18,11,36.9659,28.79,14.22,6.21,0.5535,0
1460.bmp,1,44,9,69.2301,53.92,13.73,24.59,0.0919,0
1460.bmp,2,62,10,69.1016,53.82,16.21,26.16,0.4352,0
1460.bmp,3,79,10,44.5388,34.69,11.15,22.52,0.4791,0
1461.bmp,0,9,10,77.0502,27.63,16.12,39.05,0.1424,0
1461.bmp,1,29,9,120.5683,43.24,12.92,59.4,0.1766,0
1461.bmp,2,50,10,49.088,17.6,15.82,14.25,0.045,0
1461.bmp,3,73,9,12.9342,4.64,6.75,4.6,0.4904,0
1462.bmp,0,18,10,51.4909,33.92,9.93,26.84,0.2943,0
1462.bmp,1,38,11,63.0032,41.5,19.38,23.08,0.2873,0
1462.bmp,2,55,10,74.9038,49.34,9.39,38.51,0.1609,0
1462.bmp,3,83,12,33.588,22.13,13.5,7.19,0.3562,0
1463.bmp,0,11,9,62.3863,22.81,12.68,26.39,0.3662,0
1463.bmp,1,30,10,25.623,9.37,4.24,9.7,0.4013,0
1463.bmp,2,50,10,41.5628,15.2,10.66,8.08,0.2517,0
1463.bmp,3,73,8,10.041,3.67,10.63,3.74,0.5612,0
1464.bmp,0,10,11,50.1968,22.57,16.59,16.43,0.2774,0
1464.bmp,1,30,10,86.2075,38.76,17.84,41.87,0.2536,0
1464.bmp,2,49,10,86.1847,38.75,15.52,38.86,0.3458,0
1464.bmp,3,74,10,18.7768,8.44,6.72,6.18,0.3691,0
1465.bmp,0,40,9,72.8052,23.15,29.81,13.77,0.0788,0
1465.bmp,1,60,10,52.7997,16.79,22.13,13.9,0.3934,0
1465.bmp,2,79,8,54.5542,17.35,10.27,24.13,0.3889,0
1466.bmp,0,13,11,86.0075,25.08,18.09,38.7,0.3829,0
1466.bmp,1,30,10,47.875,13.96,10.87,23.97,0.2091,0
1466.bmp,2,47,11,52.7606,15.39,21.59,15.21,0.1812,0
1466.bmp,3,80,12,27.5061,8.02,15.2,6.74,0.0533,0
